,created_at,id,full_text,source,retweet_count,favorite_count,hashtags,user_screen_name,user_location,user_followers_count,user_verified,user_handle,sentiments_absa,sentiments
65,Feb 24,1.36e+18,update on emily - the social story on her vaccine was delivered this afternoon. she was very interested & very keen on the party. she said “emily is going to be brave like puh huh (her name for phil)” we have everything crossed. it’s the first step. ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",5,56,,MrsNickyClark,Outside looking in,18608,True,,0,
66,Feb 24,1.36e+18,i get feeling that the number of people falling into this phase for vaccination are going to be way more than just 27 crore.,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,2,,viditb,"Delhi, India",1894,False,,-1,
67,Feb 24,1.36e+18,"safeguard your personal information by staying in-the-know about the latest covid-19 scams. protecting your personal information is more important than ever, so we recommend irish card shield, safe and easy way to manage your debit and credit cards.","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",0,1,,TweetNDFCU,"Notre Dame, IN",770,False,,1,
68,Feb 24,1.36e+18,"delhi reports 200 new covid-19 cases, positivity rate at 0.36 per cent","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,iamrashed,"Dhaka,bangladesh",313,False,,0,
69,Feb 24,1.36e+18,"""fda says johnson & johnson’s single-shot covid-19 vaccine is safe and effective""","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,KaroleeHrobsky,WI,79,False,,1,
70,Feb 24,1.36e+18,covax vaccine begins shipping from india facility - cidrap,"<a href=""https://crowdfireapp.com"" rel=""nofollow"">Crowdfire App</a>",0,0,,arjunghosh,"New Delhi, India",2941,False,,0,
71,Feb 24,1.36e+18,covax receives first doses of oxford-astrazeneca vaccine manufactured by sii: adar poonawalla,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",0,6,,punedaily,"Pune, India",33333,False,,1,
72,Feb 24,1.36e+18,"from march 1, people above 60 years of age and those above 45 years of age with comorbidities will be vaccinated at 10,000 govt & over 20,000 private vaccination centres. the vaccine will be given free of cost at govt centres: union minister prakash javadekar","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,6,,DailyExcelsior1,Jammu and Kashmir,35970,False,,1,
73,Feb 24,1.36e+18,2nd vaccine dose done ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,10,,preciousamaka_,LDN,971,False,,0,
74,Feb 24,1.36e+18,"ukraine seeks covaxin supplies, also keen on intranasal vaccine (via: ukraine health minister visits bharat biotech facility (via:","<a href=""http://newsaroundme.com"" rel=""nofollow"">namPublisher</a>",1,0,,newsFromHyd,"Hyderabad, India",206,False,,1,
75,Feb 24,1.36e+18,"mamata wants covid vaccine for all before polls, writes to pm modi","<a href=""https://hocalwire.com"" rel=""nofollow"">Hocalwire Social Share</a>",0,0,,mpostdigital,"New Delhi, India",911,False,,1,
76,Feb 24,1.36e+18,the guardian view on vaccine passports: tool to handle with care | editorial | opinion,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,WaYs2rOcK,"New Delhi, India",51,False,,1,
77,Feb 24,1.36e+18,"nagpur: 9,852 healthcare workers (hcw) and frontline workers (flw) took covid-19 vaccine in 11 districts of vidarbha on wednesday. 1,529 hcw took first dose, 4,903 hcw took second dose and 3,420 flw took first dose.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,3,,anjayaaTOI,"Nagpur, Maharashtra",1366,False,,0,
78,Feb 24,1.36e+18,it's evident that the education on the covid-19 vaccine isn't enough. more needs to be done.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,COVAX,_talib__,Legon,279,False,,-1,
79,Feb 24,1.36e+18,"just see the differences: bjp in bihar - give me vote, will give you vaccine. didi in wb - take the vaccine then cast your vote.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",6,6,"BengalRejectsBJP,BanglaNijerMeyekeiChay,BanglarGorboMamata",S_k_chaudhary,"Jalpaiguri, India",578,False,,0,
80,Feb 24,1.36e+18,lucknow: the number of covid-19 cases spiked again on wednesday with 23 more persons testing positive for the novel coronavirus in the city.,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",8,33,,TOILucknow,Lucknow,34899,True,,-1,
81,Feb 24,1.36e+18,coronavirus disease (covid-19) is an infectious disease caused by newly discovered coronavirus. most people infected with the covid-19 virus will experience mild to moderate respiratory illness and recover without requiring special treatment.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,1,"Corona,COVID19",AddyAdarsh6,"Patna, India",12,False,,-1,
82,Feb 24,1.36e+18,"now mr. modi will distribute covid 19 vaccine in open market with it's new branding i.e. ""narendra modi vaccine 2021"" mfg. by adani drugs ltd & mktg. by reliance exports ltd. it's free of cost for his followers & fans. jai hind.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,CKB1995JaiHind,"Bhubaneshwar, Orissa",5,False,,1,
83,Feb 24,1.36e+18,produced by india's serum institute... first covax vaccine shipment arrives in ghana as developing world hopes to catch up,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,1,,ramana1729,"New York, India",6240,False,,0,
84,Feb 24,1.36e+18,"johnson & johnson made covid-19 vaccine in just one dose, soon to be approved","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,todaymynews1,Gandhinagar,352,False,,1,
85,Feb 24,1.36e+18,vaccine cocktail is more efficacious. ,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,PRA24,"Mumbai , India",750,False,,1,
86,Feb 24,1.36e+18,why don’t we have pradhan mantri covid vaccine yojana yet?,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,NarendraModiStadium,be1ngdd,"Pune, India",855,False,,0,
87,Feb 24,1.36e+18,"all above 60 years of age, 45-plus with comorbidities can get covid-19 vaccine from march 1","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,7,,Kashmir_Reader,Jammu And Kashmir,72920,False,,1,
88,Feb 24,1.36e+18,"mumbai registers 1,000 in day for the first time in four months. 1,167 new covid-19 cases and 4 deaths in last 24 hours the last time the 1,000 figure mark was reported in november 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,"Covid19,coronavirus,CoronaVirusUpdates",priyarag,Noida,1654,False,,-1,
89,Feb 24,1.36e+18,single-dose vaccine offers strong protection against severe according to an analysis released wednesday by regulators.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,2,"johnsonandjohnson,COVID19,US,coronavirus,covidvacccine",TheNachiket,"Mumbai, India",595,False,,1,
90,Feb 24,1.36e+18,"the proposal for covid vaccine intellectual property rights (ipr) waiver was given by india and south africa jointly last year. it, however, faces stiff opposition from western countries, including the eu. (report by","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",7,28,,WIONews,India,310981,True,,0,
91,Feb 24,1.36e+18,"online, offline options to register for covid vaccine","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,DisneyNews20,surat,15,False,,0,
92,Feb 24,1.36e+18,". analysis found j&j’s single-dose vaccine safe to use ..overall efficacy of 66%at preventing moderate to severe covid, 68% effective against variant in brazil & 64% effective against south african variant ...approval on friday","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1,1,,bhoompally,"Hyderabad, India",127,False,,1,
93,Feb 24,1.36e+18,are you eligible for covid vaccine in the next round?,"<a href=""https://contentstudio.io"" rel=""nofollow"">ContentStudio.io</a>",0,0,,TheFederal_in,India,6300,False,,0,
94,Feb 24,1.36e+18,first covax vaccine shipment arrives in ghana as developing world hopes to catch up,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",0,0,,SangamKatiyar,Delhi,6,False,,0,
95,Feb 24,1.36e+18,"cm mamata banerjee wrote to prime minister over the procurement of adequate number of vaccine for the members of the public at large. ""...west bengal government wants to provide vaccination free of cost to all the people,"" she wrote in the letter.(ani)","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,10,"WestBengal,TV9News",tv9gujarati,"Gujarat, India",572215,True,,0,
96,Feb 24,1.36e+18,"  wb_health_&_wallfare_samiti   please don't given vaccine in private hospitals and nursing homes. bloody narpishach , jallad in mankind  please don't given the privatetisetion.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,"PMO,ministry_of_health_and_familywelfare,WHO",rupeshbaba786,"INDIA,WEST BENGAL,NAIHATI",11,False,,-1,
97,Feb 24,1.36e+18,vaccines market size via,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,1,"vaccine,vaccinate,trendings,covid19,forecasts,dpiresearch,marketresearch,data,information,statistics,industryreports,research,reports,strategy,opportunities",DPIResearch,"New Delhi, India",835,False,,1,
98,Feb 24,1.36e+18,"new tumblr post: ""vaccine crisis: this is how confidence in vaccine dies"" revyuh","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",0,0,,AndreaDan,"New Delhi, India",108,False,,1,
99,Feb 24,1.36e+18,so pvt hospitals eager to be allowed to sell vaccines only for profits and has little to do with helping country improve vaccination coverage of priority groups? 80%+ kids' immunisation done by public sector. pvt sector wants this pie too is covid vaccine just practice for it?,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",4,5,,RemaNagarajan,Delhi,9011,False,,0,
100,Feb 24,1.36e+18,big sigh of relief. just got confirmation can get my vaccine tomorrow.,"<a href=""https://twblue.es"" rel=""nofollow"">TW Blue</a>",0,3,,sapphireangel,MA,384,False,,0,
101,Feb 24,1.36e+18,florida women caught dressing like ‘grannies’ at covid-19 vaccine site,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,ATDUX_COM,India,343,False,,0,
102,Feb 24,1.36e+18,covid following the wordings of mr devendra fadnavis for its second wave after it seems to recede in previous few months.we are loosing crucial time in not rolling out vaccine smartly to reach masses.i fail to understand why open market is not opening for vaccine.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,drARVIND25,"New Delhi, India",73,False,,1,
103,Feb 24,1.36e+18,proud to be part of as vaccines are delivered in africa - despite vaccine nationalism looming,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,"Covax,WHO,Cepi,WHO",BiltonKaia,"New Delhi, India",11,False,,1,
104,Feb 24,1.36e+18,"coronavirus | j&j single-dose vaccine 66% effective, says fda","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,You_Deeptech,"Surat, India",54,False,,1,
105,Feb 24,1.36e+18,"the us food and drug administration has said that the johnson & johnson’s single-dose covid-19 vaccine is safe and effective, paving way for its approval for emergency use. the jab has been found 66% effective in the trials. speaks with for the latest","<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",4,11,,WIONews,India,310981,True,,1,
106,Feb 24,1.36e+18,"market pulse: tech shares recover; slowest on the rebound. yields hog the limelight; break 1.4%. gains led by industrials, energy plays. realty in green amid dull mortgage, but good home sales data. fda ok's j&j vaccine as emergency. +1.1% +0.93% +0.76%","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",0,0,"US,DJIA,SP500,NASDAQ",ZoomStocks,"New Delhi, India",3869,False,,0,
